,step,train_error,validation_error
0,0,0.944444477558136,0.75
1,100,0.7222222089767456,0.8055555820465088
2,200,0.2222222238779068,0.7222222089767456
3,300,0.694444477558136,0.7777777910232544
4,400,0.472222238779068,0.944444477558136
5,500,0.5555555820465088,0.7222222089767456
6,600,0.694444477558136,0.7222222089767456
7,700,0.944444477558136,0.7777777910232544
8,800,0.7222222089767456,0.7222222089767456
9,900,0.1666666716337204,0.7222222089767456
10,1000,0.2222222238779068,0.8888888955116272
11,1100,1.0,0.7777777910232544
12,1200,0.7777777910232544,0.75
13,1300,0.4444444477558136,0.7222222089767456
14,1400,0.5277777910232544,0.7222222089767456
15,1500,0.6666666865348816,0.75
16,1600,0.6111111044883728,0.8055555820465088
17,1700,0.5277777910232544,0.7222222089767456
18,1800,1.0,0.7222222089767456
19,1900,1.0,0.75
20,2000,0.3333333432674408,0.7222222089767456
21,2100,0.4444444477558136,0.7222222089767456
22,2200,0.8333333134651184,0.7222222089767456
23,2300,0.4444444477558136,1.0
24,2400,0.944444477558136,0.7222222089767456
25,2500,1.0,0.7222222089767456
26,2600,0.9722222089767456,0.7222222089767456
27,2700,1.0,0.7222222089767456
28,2800,0.4444444477558136,0.7222222089767456
29,2900,0.4444444477558136,0.7222222089767456
30,3000,0.75,0.9166666865348816
31,3100,0.7222222089767456,0.694444477558136
32,3200,0.5,0.7222222089767456
33,3300,0.5833333134651184,0.7222222089767456
34,3400,0.3333333432674408,0.8055555820465088
35,3500,0.694444477558136,0.7222222089767456
36,3600,0.3888888955116272,0.75
37,3700,1.0,0.8055555820465088
38,3800,0.75,0.7777777910232544
39,3900,0.5833333134651184,0.7222222089767456
40,4000,0.4166666567325592,0.694444477558136
41,4100,0.2777777910232544,0.7222222089767456
42,4200,1.0,0.7222222089767456
43,4300,0.4444444477558136,0.8888888955116272
44,4400,0.8888888955116272,0.7222222089767456
45,4500,0.472222238779068,0.7222222089767456
46,4600,0.5,0.8888888955116272
47,4700,0.3888888955116272,0.7222222089767456
48,4800,0.5277777910232544,0.7222222089767456
49,4900,0.2777777910232544,0.75
50,5000,0.8055555820465088,0.8611111044883728
51,5100,0.4444444477558136,0.7777777910232544
52,5200,1.0,0.8888888955116272
53,5300,0.4444444477558136,1.0
54,5400,0.1388888955116272,1.0
55,5500,0.4166666567325592,0.7222222089767456
56,5600,0.8888888955116272,0.8888888955116272
57,5700,0.25,0.7222222089767456
58,5800,0.5833333134651184,0.7222222089767456
59,5900,0.6666666865348816,0.8888888955116272
60,6000,0.7222222089767456,1.0
61,6100,0.7777777910232544,0.8888888955116272
62,6200,0.7222222089767456,1.0
63,6300,0.5277777910232544,0.8333333134651184
64,6400,0.75,1.0
65,6500,0.5555555820465088,0.7222222089767456
66,6600,0.7222222089767456,0.7222222089767456
67,6700,0.6111111044883728,0.7222222089767456
68,6800,0.7222222089767456,0.7777777910232544
69,6900,0.6666666865348816,0.944444477558136
70,7000,0.7222222089767456,0.7222222089767456
71,7100,0.5555555820465088,0.75
72,7200,0.4444444477558136,1.0
73,7300,0.7222222089767456,0.7222222089767456
74,7400,0.1111111119389534,1.0
75,7500,0.472222238779068,0.8888888955116272
76,7600,0.3611111044883728,0.75
77,7700,0.6111111044883728,0.7777777910232544
78,7800,0.5833333134651184,0.7222222089767456
79,7900,0.5555555820465088,0.8888888955116272
80,8000,0.472222238779068,0.7222222089767456
81,8100,0.694444477558136,0.8611111044883728
82,8200,0.5,0.8333333134651184
83,8300,0.8611111044883728,0.8888888955116272
84,8400,0.4166666567325592,0.8611111044883728
85,8500,0.944444477558136,0.7222222089767456
86,8600,0.5277777910232544,0.8888888955116272
87,8700,0.944444477558136,1.0
88,8800,0.4444444477558136,0.8888888955116272
89,8900,0.0,0.7777777910232544
90,9000,0.5277777910232544,1.0
91,9100,0.7222222089767456,0.9722222089767456
92,9200,0.694444477558136,1.0
93,9300,0.5,0.8333333134651184
94,9400,0.7222222089767456,0.8888888955116272
95,9500,0.5833333134651184,0.8611111044883728
96,9600,0.6666666865348816,0.7222222089767456
97,9700,0.2777777910232544,0.6666666865348816
98,9800,0.694444477558136,0.944444477558136
99,9900,1.0,0.7777777910232544
